hotel_name,location,price,room_type,beds,rating,rating_title,number_of_ratings,per_night,Log_number_of_ratings,Log_price,Size
Iwan Alandalusia Al Ajaweed,Jeddah,230,Deluxe Double or Twin Room,2,7.8,Good,444,1,6.095824562432230,5.438079308923200,29
Sea Club Resort(Families only),Dammam,1000,Three-Bedroom Chalet with Private Pool,5,7.3,Good,681,1,6.523562306149510,6.907755278982140,77
Delmon Hotel Suites,Jeddah ,225,One-Bedroom Apartment,3,6.7,Very good,171,1,5.14166355650266,5.41610040220442,30
Holiday Khaleej Hotel,Riyadh,495,Deluxe Double Room,2,8.2,Good,3642,1,8.200288260287550,6.20455776256869,37
Le Meridien Medina,Madinah,320,"High Floor Standard King Bed, Sofa bed",1,7.9,Good,1798,1,7.494430215031570,5.768320995793770,28
Nights Silence- Furnished Appartement By Kyan,Khamis Mushayt,235,Junior Suite,1,8.4,Good,731,1,6.594413459749780,5.459585514144160,40
Dallah Taibah Hotel,Madinah,760,Executive Suite,1,9.2,Superb,6872,1,8.835210463664090,6.633318433280380,28
الاريام للاجنحة الفندقية,Buraydah,350,Junior Suite,2,8.4,Good,207,1,5.332718793265370,5.857933154483460,28
Elaf Jeddah Hotel - Red Sea Mall,Jeddah,600,Deluxe King Room,1,7.3,Good,3794,1,8.24117615049496,6.396929655216150,35
Quiet Dreams - Quraysh Branch,Jeddah ,200,One-Bedroom Apartment,1,8.2,Good,749,1,6.618738983517220,5.298317366548040,29
Sheraton Dammam Hotel & Convention Centre,Dammam ,515,"Classic Room, Guest room, 1 King, City view, Low floor",1,7.4,Good,1953,1,7.577121930876680,6.244166900663740,35
Donatello Jeddah Hotel,Jeddah,440,Junior Suite,1,8.4,Good,387,1,5.958424693029780,6.0867747269123100,30
Zwarah Hotel Suites,Jeddah,221,Studio (2 Adults),1,7.2,Good,218,1,5.384495062789090,5.3981627015177500,37
Hayat Al Rose Hotel Appartment,Jeddah  ,203,Superior Double Room,1,8.3,Good,273,1,5.60947179518496,5.313205979041790,28
Pinetree Suites Hail,Hail,291,Standard Suite,2,7.9,Good,466,1,6.144185634125650,5.673323267171490,40
Swiss International Royal Hotel Riyadh,Riyadh,645,Executive Room,1,8.0,Good,1431,1,7.266128779556450,6.4692503167957700,37
"voco - Riyadh, an IHG Hotel",Riyadh,630,Standard Room,1,8.3,Good,2254,1,7.720461694599720,6.4457198193855800,28
شقق درر رامه 5,Riyadh,200,Studio,1,6.1,Very good,186,1,5.225746673713200,5.298317366548040,35
Kempinski Al Othman Hotel Al Khobar,Al Khobar,797,Deluxe Twin Room,2,8.3,Good,4387,1,8.386400901166210,6.680854678790220,29
Retaj Hotel Apartments,Riyadh,200,Deluxe Room,1,6.8,Very good,128,1,4.852030263919620,5.298317366548040,35
Orian Hotel,Jeddah,190,Studio Apartment,1,7.8,Good,154,1,5.0369526024136300,5.247024072160490,30
The First Tower Hotel,Al Jubail,189,Standard Studio,1,8.3,Good,201,1,5.303304908059080,5.241747015059640,37
Aswar Hotel Suites Riyadh,Riyadh,563,Studio,1,8.5,Good,1463,1,7.288244401020120,6.333279628139690,28
"InterContinental Riyadh, an IHG Hotel",Riyadh,716,Standard Room,1,7.8,Good,1265,1,7.142827401161620,6.573680166960650,36
Ghalia Uhod,Madinah,270,One-Bedroom Apartment with Living,1,8.2,Good,1077,1,6.981934677156390,5.598421958998380,28
Mövenpick Hotel Al Khobar,Al Khobar,900,Premium King Room,1,8.2,Good,2398,1,7.7823903355874600,6.802394763324310,28
Hilton Suites Makkah,Makkah,475,King Room City View,1,8.8,Fabulous,7876,1,8.971575439759020,6.163314804034640,35
The Venue Jeddah Corniche,Jeddah,739,Deluxe King Room with City View City Tower,1,7.6,Good,4725,1,8.460622839927840,6.6052979209482000,29
Rose Palace Furnished Units,Abha,342,شقه من غرفتى نوم بدون صاله,3,8.1,Good,292,1,5.676753802268280,5.834810737062610,35
سمر الماسيه للاجنحه الفندقيه الفاخره - حي الصفا بجدة,Jeddah,190,Family Studio,1,7.7,Good,37,1,3.6109179126442200,5.247024072160490,30
أبها بارادايس - عوائل,Abha,380,One-Bedroom Chalet,1,8.5,Good,314,1,5.749392985908250,5.940171252720430,37
Brand Al Qassim Hotel,Buraydah,540,Twin Room - Disability Access,2,8.9,Fabulous,261,1,5.564520407322690,6.29156913955832,28
Mrakez Alarab Furnished Apartments 3,Jeddah,250,Two-Bedroom Apartment,3,7.9,Good,63,1,4.143134726391530,5.521460917862250,40
Ascott Rafal Olaya Riyadh,Riyadh ,2257,Two-Bedroom Executive,2,7.2,Good,5072,1,8.531490496117060,7.721791776817540,28
Fraser Suites Riyadh,Riyadh,1035,Executive One Bedroom Suite,1,7.9,Good,4110,1,8.32117830749028,6.942156705699470,28
Adagio Aparthotel Jeddah Malik Road,Jeddah,570,One-Bedroom Apartment,1,8.2,Good,862,1,6.759255270663690,6.345636360828600,35
Dist Inn Aparthotel 2,Hail ,200,Deluxe Studio,1,7.3,Good,169,1,5.1298987149230700,5.298317366548040,29
Al Fahad Hotel Suites Al Tahliya,Jeddah,198,Budget Double Room,1,8.1,Good,649,1,6.47543271670409,5.288267030694540,35
Ascott Tahlia Jeddah,Jeddah,473,Executive Studio,1,7.6,Good,4212,1,8.345692873253870,6.159095388491930,30
Al Louloah Al Baraqah Furnished Apartments,Jeddah,176,Standard Single Room,1,8.5,Good,87,1,4.465908118654580,5.170483995038150,37
"Habitat All Suites, Al Khobar",Al Khobar,950,Royal Suite,1,7.7,Good,3802,1,8.243282523048380,6.856461984594590,28
Rahat Al Bal Furnished Units,Jeddah  ,204,Family Studio,2,8.2,Good,293,1,5.680172609017070,5.318119993844220,40
Season Star Hotel Madinah فندق سيزون ستار المدينة,Madinah,280,Deluxe Twin Room,2,8.9,Fabulous,254,1,5.537334267018540,5.634789603169250,28
Dara Hamra,Jeddah,520,Studio Apartment,1,8.7,Fabulous,1092,1,6.9957661563048500,6.253828811575470,28
منازل الجميرة للشقق الفندقية,Jeddah,182,One-Bedroom Apartment,2,8.0,Good,43,1,3.7612001156935600,5.204006687076800,35
E1 Hotel,Riyadh ,300,Deluxe Apartment,1,7.3,Good,97,1,4.574710978503380,5.703782474656200,29
Makkah Hotel,Makkah,474,1 King Guestroom,1,8.7,Fabulous,4506,1,8.41316512099219,6.161207321695080,35
منازل الساهر للوحدات السكنية فرع 2,Al Qunfudhah,250,One-Bedroom Apartment,2,7.0,Good,38,1,3.6375861597263900,5.521460917862250,30
Dara Al Salam,Jeddah,467,Suite Studio,1,9.0,Superb,1438,1,7.271008538280990,6.1463292576689000,37
Enwan Suites Hotel,Al Jubail,199,King Studio,1,8.3,Good,12,1,2.4849066497880000,5.293304824724490,28
Orans Suites 4,Jeddah,413,Royal Studio,1,7.9,Good,287,1,5.659482215759620,6.023447592961030,40
"InterContinental Al Khobar, an IHG Hotel",Al Khobar,1299,Standard King Room,1,8.4,Good,1131,1,7.030857476116120,7.1693500166706,28
Casablanca Grand Hotel,Jeddah,1350,Executive Suite,2,9.0,Superb,3938,1,8.278428259199070,7.2078598714324800,28
Mrakez Alarab Furnished Apartments 3,Jeddah ,250,Two-Bedroom Apartment,3,7.9,Good,63,1,4.143134726391530,5.521460917862250,35
Ascott Rafal Olaya Riyadh,Riyadh,2144,Two-Bedroom Executive,2,7.2,Good,5072,1,8.531490496117060,7.670428522190690,29
Fraser Suites Riyadh,Riyadh,983,Executive One Bedroom Suite,1,7.9,Good,4110,1,8.32117830749028,6.890609120147170,35
Braira AL Wezarat,Riyadh,299,Superior Double Room,1,8.5,Good,2774,1,7.928045600874780,5.700443573390690,30
Dist Inn Aparthotel 2,Hail,200,Deluxe Studio,1,7.3,Good,169,1,5.1298987149230700,5.298317366548040,37
Ascott Tahlia Jeddah,Jeddah,449,Executive Studio,1,7.6,Good,4212,1,8.345692873253870,6.1070228877422500,28
"Habitat All Suites, Al Khobar",Al Khobar,903,Royal Suite,1,7.7,Good,3802,1,8.243282523048380,6.805722553416990,40
Rahat Al Bal Furnished Units,Jeddah,204,Family Studio,2,8.2,Good,293,1,5.680172609017070,5.318119993844220,28
Al Balad Inn Corniche,Jeddah,333,Junior Suite,1,7.3,Good,582,1,6.366470447731440,5.808142489980440,28
E1 Hotel,Riyadh,300,Deluxe Apartment,1,7.3,Good,97,1,4.574710978503380,5.703782474656200,35
Makkah Hotel,Makkah,450,1 King Guestroom,1,8.7,Fabulous,4506,1,8.41316512099219,6.1092475827643700,29
Madareem Crown Hotel,Riyadh,578,Standard Single Room,1,7.3,Good,645,1,6.4692503167957700,6.359573868672380,35
"Park Hyatt Jeddah - Marina, Club and Spa",Jeddah,1500,King Room,1,8.0,Good,1527,1,7.3310603052186300,7.313220387090300,30
شقق قصر العنوان الفندقية,Dammam,612,Junior Suite,1,9.1,Superb,248,1,5.5134287461649800,6.416732282512330,37
Beach Time Villas Hotel - Family Villas,Jeddah,1458,Three-Bedroom Villa,5,7.9,Good,675,1,6.51471269087253,7.284820912568600,28
Al Balad Inn Al Mishkat,Jeddah,268,Deluxe Apartment,1,6.6,Very good,86,1,4.454347296253510,5.5909869805108600,40
Waldorf Astoria Jeddah - Qasr Al Sharq,Jeddah,1340,Qasr King Room,2,9.1,Superb,289,1,5.666426688112430,7.200424892944960,28
Marriott Executive Apartments Madinah,Al Madinah,584,"Studio Apartment, 2 Double, Sofa bed, Garden view",3,9.0,Superb,895,1,6.796823718274860,6.369900982828230,28
Mnazel Jawraq,Riyadh,1665,Villa with Private Pool,4,8.8,Fabulous,58,1,4.060443010546420,7.417580402414540,35
Alreef Diamond Villas,Taif,1500,Standard Villa,1,9.0,Superb,101,1,4.61512051684126,7.313220387090300,29
Rolana Furnished Apartments,Jeddah,189,Deluxe Studio,1,7.5,Good,40,1,3.6888794541139400,5.241747015059640,35
Kadi Hotel,Najran,177,One-Bedroom Suite,2,7.9,Good,43,1,3.7612001156935600,5.176149732573830,30
Tanuma Aram Hospitality - Hotel Apartments,Tanomah,306,Apartment with Mountain View,1,8.2,Good,1005,1,6.912742820493180,5.723585101952380,37
Al Meshan Hotel,Madinah,120,Double or Twin Room with Bathroom,1,6.8,Very good,55,1,4.007333185232470,4.787491742782050,28
فندق الكامل,Makkah,250,Double or Twin Room,1,8.6,Fabulous,52,1,3.9512437185814300,5.521460917862250,40
فندق برج الإبريز,Baish,238,King Room,1,7.7,Good,186,1,5.225746673713200,5.472270673671480,28
Raoum Inn Shaqra,Shaqra,180,Deluxe Junior Suite,1,6.6,Very good,188,1,5.236441962829950,5.19295685089021,28
Al Lord Hotel,Hafr Al Baten,200,Studio Apartment,1,7.6,Good,89,1,4.48863636973214,5.298317366548040,35
Khabti Grand Hotel,Bishah,420,Standard Double Room,1,8.3,Good,1310,1,7.177782416195200,6.040254711277410,29
Golden Sea Hotel,Obhor,219,Deluxe Single Room,1,8.2,Good,171,1,5.14166355650266,5.389071729816500,35
Central Park Hotel Bisha فندق سنترال بارك بيشة,Khamis Mushayt,309,Superior King Room,1,8.2,Good,195,1,5.272999558563750,5.733341276897750,30
Desert Rose Motel,Al Ghat,150,Family Room with Private Bathroom,1,0.0,Very good,0,1,-inf,5.0106352940962600,37
Golden Dune Hotel,Turayf ,180,Superior King Room,1,9.0,Superb,1733,1,7.457609289715610,5.19295685089021,28
قصر البالود 2,Riyadh ,220,Three-Bedroom Suite,5,8.9,Fabulous,228,1,5.429345628954440,5.393627546352360,80
Lavana Furnished Apartments Jeddah,Riyadh,500,Family Studio,3,9.0,Superb,48,1,3.871201010907890,6.214608098422190,28
Nakheel Moon Aparthotel,Riyadh,230,Deluxe Room,1,6.7,Very good,51,1,3.9318256327243300,5.438079308923200,28
زيد للأجنحة الفندقية - Zaid Hotel Suites,Turayf,172,Deluxe Double Room,2,8.9,Fabulous,41,1,3.713572066704310,5.147494476813450,35
Le Park Concord Hotel,Riyadh,185,Deluxe Single Room,1,9.0,Superb,423,1,6.0473721790462800,5.220355825078320,29
Almudawah Hotel,Turayf,160,Superior Single Room,1,8.3,Good,119,1,4.77912349311153,5.075173815233830,35
اجنحة ياقوتة المدينة,Madinah,250,King Studio,1,9.2,Superb,6,1,1.791759469228060,5.521460917862250,30
Mohamadia Al Zahra Hotel,Madinah,130,Superior King Room,1,7.5,Good,1407,1,7.249215057114390,4.867534450455580,37
ربوة الصفوة Rabwat Al-Safwah 8,Madinah,105,King Room,1,7.6,Good,14,1,2.6390573296152600,4.653960350157520,28
MENA AL DIYAR 114,Riyadh ,55,Small Single Room,1,6.3,Very good,290,1,5.66988092298052,4.007333185232470,40
Sharurah Plaza Hotel,Sharurah,200,One-Bedroom Apartment,3,8.7,Fabulous,294,1,5.683579767338680,5.298317366548040,28
Ladera Hotel Tanomah,Tanomah,300,Studio,1,7.2,Good,163,1,5.093750200806760,5.703782474656200,28
Al Jahwah hotel by AL BALAD INN,Asir,200,Deluxe Double Room (2 Adults + 1 Child),1,8.1,Good,398,1,5.986452005284440,5.298317366548040,35
Al Andlus Palace 2 Hotel Kurban فندق قصر الاندلس 2 قربان,Madinah,160,Large Double Room,2,7.9,Good,58,1,4.060443010546420,5.075173815233830,29
Qemam Al Safwah Grand Hotel,Rafha,135,Double Room,1,5.9,Very good,19,1,2.9444389791664400,4.90527477843843,35
Rabigh Park Hotel,Rabigh,288,Deluxe Double Room,1,8.0,Good,530,1,6.272877006546170,5.662960480135950,30
منتجع جيدا بارك,Riyadh,500,Cottage with Garden View,3,8.7,Fabulous,361,1,5.8888779583328800,6.214608098422190,37
Kyona Purple -Al Qurayat,Jeddah,140,Studio,2,8.4,Good,77,1,4.343805421853680,4.941642422609300,28
Milan Hotel,Makkah,285,One-Bedroom Apartment,1,7.6,Good,15,1,2.70805020110221,5.652489180268650,40
Al Rawda Al Aqeeq Hotel,Madinah,161,Standard Twin Room,2,7.2,Good,3503,1,8.161375023197490,5.081404364984460,28
Jawharat Al Amaken Hotel,Tayma,230,One-Bedroom Apartment,1,8.7,Fabulous,160,1,5.075173815233830,5.438079308923200,28
manzel aram 105,Riyadh,55,Small Single Room,1,5.7,Very good,701,1,6.55250788703459,4.007333185232470,35
فندق جولدن العرين,Abha ,154,Budget Double Room,1,9.9,Exceptional,127,1,4.844187086458590,5.0369526024136300,29
فندق العروبة,Riyadh,89,King Studio,1,6.1,Very good,2407,1,7.786136437783070,4.48863636973214,35
Faifa Hotel,Fayfa,1210,Superior Suite,1,7.0,Good,302,1,5.71042701737487,7.098375638590790,30
العييري للوحدات المفروشة الباحة3,Al Baha,110,Double Room with Private Bathroom,2,3.7,Very good,72,1,4.276666119016060,4.700480365792420,37
Anwar Al Zahraa Hotel,Madinah,100,Double Room,2,7.3,Good,259,1,5.556828061699540,4.605170185988090,28
OYO 242 Al Ahlam Resort Al Leith,Al Lith,385,Standard Studio Double,1,6.5,Very good,333,1,5.808142489980440,5.953243334287790,40
Ebreez Hotel,Jeddah,239,Deluxe King Room,1,7.5,Good,2247,1,7.717351272185330,5.476463551931510,28
Hawadah Hotel,Jeddah,245,Double Room with Sea View,2,7.3,Good,460,1,6.131226489483140,5.501258210544730,40
شدون للوحدات السكنية,Buraydah,144,Economy Double Room,1,6.9,Very good,170,1,5.135798437050260,4.969813299576000,35
فندق رحابة Rahabah Hotel,Madinah,158,Budget Double Room,1,7.2,Good,13,1,2.5649493574615400,5.062595033026970,29
Acacia Aparthotel,Jeddah,180,Standard Studio,2,7.4,Good,1387,1,7.234898420314830,5.19295685089021,35
Al Muhaidb Residence Al Dawadmi,Riyadh,350,Two-Bedroom Apartment,3,8.7,Fabulous,663,1,6.4967749901858600,5.857933154483460,48
Rayat Alshalal Hotel 2,Hafr Al Baten,315,Deluxe Double or Twin Room,1,8.2,Good,91,1,4.51085950651685,5.752572638825630,37
Rabigh Tower Hotel,Rabigh,140,Double Room,1,5.5,Very good,210,1,5.3471075307174700,4.941642422609300,28
دالين جدة,Jeddah ,160,Studio,1,0.0,Very good,0,1,-inf,5.075173815233830,40
الديوان للوحدات السكنية,Makkah ,130,One-Bedroom Apartment,1,5.1,Very good,62,1,4.127134385045090,4.867534450455580,28
Plaza Business Hotel,Riyadh,231,Standard Double or Twin Room,2,6.6,Very good,3576,1,8.182000136293410,5.442417710521790,28
ارياف القهيب للشقق المفروشه بالطايف,Taif,115,One-Bedroom Apartment,1,0.0,Very good,0,1,-inf,4.74493212836325,35
القصر المميز للوحدات السكنية,Riyadh,107,One-Bedroom Apartment,1,6.5,Very good,13,1,2.5649493574615400,4.672828834461910,29
ASTER HOTEL,Jeddah ,285,Deluxe Double Room with Side Sea View,1,7.6,Good,1401,1,7.244941546337010,5.652489180268650,35
ريف الهجرة للوحدات السكنية,Al ‘Awālī,122,Deluxe Single Room,1,7.4,Good,135,1,4.90527477843843,4.804021044733260,30
فندق سبال,Madinah,140,Double Room,2,6.4,Very good,227,1,5.424950017481400,4.941642422609300,37
Sama Inn Hotel,Riyadh,254,Superior Single Room,1,7.8,Good,310,1,5.736572297479190,5.537334267018540,28
Al Kiswah Towers Hotel,Makkah,99,Standard Double or Twin Room,2,8.2,Good,5241,1,8.564267598802170,4.59511985013459,40
دوفيل ان,Şabyā,350,Deluxe King Room,1,8.3,Good,72,1,4.276666119016060,5.857933154483460,28
رواح للوحدات السكنية,Jeddah,190,One-Bedroom Apartment,2,7.5,Good,180,1,5.19295685089021,5.247024072160490,28
Saif Boutique Hotel International,Al Qassim ,315,Classic King Room,1,7.6,Good,455,1,6.12029741895095,5.752572638825630,35
استراحة قطوف الورد بالطايف,Taif,500,Deluxe Room (2 Adults + 1 Child),1,0.0,Very good,0,1,-inf,6.214608098422190,29
شقق بيات العالية بوادي بن هشبل Bayat Al aliah Apartments in Wadi bin Hashbal,Khamis Mushayt,130,One-Bedroom Apartment,4,8.9,Fabulous,21,1,3.044522437723420,4.867534450455580,35
سرو للوحدات السكنية,Al Namas,250,One-Bedroom Villa,1,7.6,Good,425,1,6.052089168924420,5.521460917862250,30
Mena Andalusia Riyadh,Riyadh ,213,Standard Room Twin,1,7.2,Good,3259,1,8.089175678837560,5.3612921657094300,37
Bhadur Resort Jeddah,Obhor,600,Standard  Room,1,5.7,Very good,852,1,6.747586526829320,6.396929655216150,28
Quartz Executive كوارتز التنفيذية,Abha,322,Superior Suite,2,8.5,Good,87,1,4.465908118654580,5.7745515455444100,40
رواسل,Jeddah,208,Two-Bedroom Apartment,4,8.1,Good,79,1,4.3694478524670200,5.337538079701320,56
Almuhaidb Residence Al Jubail,Al Jubail,270,Standard King Room,1,7.7,Good,1595,1,7.374629015218950,5.598421958998380,28
فندق العرب إن,Riyadh,80,Budget Triple Room,3,7.3,Good,33,1,3.4965075614664800,4.382026634673880,59
Royal El Naser Hotel,Al Khobar,200,Budget Single Room,1,5.4,Very good,374,1,5.924255797414530,5.298317366548040,29
Karam Hiraa Hotel Apartments - كرم حراء للشقق الفندقية,Jeddah,215,Deluxe King Studio,1,8.0,Good,863,1,6.760414691083430,5.3706380281276600,35
Crown Rose Hotel,Riyadh,360,Superior King Room,1,7.8,Good,1139,1,7.037905963447180,5.886104031450160,30
دار اجواء 2,Riyadh,179,One-Bedroom Apartment,1,0.0,Very good,0,1,-inf,5.187385805840760,37
بسمة,Abha  ,119,Two-Bedroom Apartment,2,5.5,Very good,24,1,3.1780538303479500,4.77912349311153,60
Aber Al Takhassusi,Riyadh,495,Deluxe King Room,1,8.5,Good,535,1,6.282266746896010,6.20455776256869,40
فندق العاصمة,Riyadh,105,Double Room,1,6.0,Very good,44,1,3.784189633918260,4.653960350157520,28
Rollins Hotel,Buraydah,279,King Suite,1,8.0,Good,2014,1,7.607878073278510,5.631211781821370,28
فندق حديقة القصور,Jazan,212,Economy Double Room,1,8.0,Good,71,1,4.2626798770413200,5.356586274672010,35
Obaer Hotel,Riyadh,350,Deluxe King Room,1,7.3,Good,2799,1,7.937017489515450,5.857933154483460,29
وارفة للشقق المفروشة,Jeddah ,170,Studio,1,7.1,Good,406,1,6.0063531596017300,5.135798437050260,35
لوس للشقق المفروشة,Riyadh,150,Studio,1,6.1,Very good,65,1,4.174387269895640,5.0106352940962600,30
A H Hotel,Jeddah,158,Studio,1,8.1,Good,2121,1,7.659642954564680,5.062595033026970,37
سرور,Riyadh ,55,Single Room,1,0.0,Very good,0,1,-inf,4.007333185232470,28
Al Nabarees Al Masi Hotel,Jeddah,106,Deluxe Twin Room,2,6.5,Very good,1693,1,7.4342573821331400,4.663439094112070,40
Golden Tulip Hail,Hail,318,Executive Room,1,6.5,Very good,1797,1,7.493873886783560,5.762051382780180,28
Adwaa Rafa,Al Kharj,113,Deluxe Room (2 Adults + 1 Child),1,7.5,Good,659,1,6.490723534502510,4.727387818712340,28
ريف عسير للشقق المفروشة,Khamis Mushayt,123,Single Room,1,7.5,Good,34,1,3.5263605246161600,4.812184355372420,35
Orchida Turaif Hotel 1,Turayf,125,Twin Room,2,6.0,Very good,23,1,3.1354942159291500,4.8283137373023000,29
Diamond Suites,Madinah,134,Economy Double Room,1,7.1,Good,144,1,4.969813299576000,4.897839799950910,35
Areen ApartHotel,Riyadh,203,Deluxe Double Room,1,7.4,Good,521,1,6.255750041753370,5.313205979041790,30
Jinan Al Nakhil Apartment Hotel,Riyadh,193,Superior Suite,1,8.6,Fabulous,117,1,4.762173934797760,5.262690188904890,37
The District Hotel Najran,Najran,310,Deluxe Double Room with City View,1,8.4,Good,993,1,6.900730664045170,5.736572297479190,28
سفن سيز 2 للوحدات السكينه,Jeddah  ,162,One-Bedroom Apartment,3,5.5,Very good,236,1,5.4638318050256100,5.087596335232380,40
Freesia Hotel,Jeddah  ,270,One-Bedroom Suite,1,7.8,Good,59,1,4.07753744390572,5.598421958998380,28
Pearl of Vision Hotel,Jeddah  ,153,Standard Single Room,1,8.5,Good,134,1,4.897839799950910,5.030437921392440,28
Raoum Inn - Hawtah Bani Tamim,Riyadh,165,One-Bedroom Suite,1,6.4,Very good,126,1,4.836281906951480,5.10594547390058,35
Safa Albawadi,Jeddah  ,115,Twin Room,2,7.6,Good,773,1,6.650279048587420,4.74493212836325,29
Aber Hotel Unayzah,Unayzah  ,285,Twin Room,2,8.4,Good,648,1,6.473890696352270,5.652489180268650,35
Golden Tulip Al Nasiriah Hotel,Riyadh,291,Standard King Room,1,6.6,Very good,3521,1,8.166500319155050,5.673323267171490,30
Al Rahden Hotel,Riyadh,594,Deluxe Double or Twin Room with Balcony,2,8.5,Good,660,1,6.492239835020470,6.386879319362650,37
Toot House,Taif,250,One-Bedroom Apartment,1,8.2,Good,1933,1,7.566828479208330,5.521460917862250,28
Hayah Golden Hotel,Madinah,122,Quadruple Room,4,6.9,Very good,1206,1,7.095064377287130,4.804021044733260,40
Qasr Al Nabarees ApartHotel,Jeddah,124,One-Bedroom Apartment,2,5.1,Very good,167,1,5.117993812416760,4.820281565605040,28
القصر للاجنحة الفندقية 7 الواديين,Khamis Mushayt,360,Junior Suite,2,8.7,Fabulous,100,1,4.605170185988090,5.886104031450160,28
Midan Hotel,Makkah,189,Double Room,1,8.6,Fabulous,3508,1,8.162801353492070,5.241747015059640,35
Taraf Al Asalah Villas,Asir,200,One-Bedroom Villa,1,7.4,Good,125,1,4.8283137373023000,5.298317366548040,29
Lavana Furnished Apartments Salam,Jeddah,161,Studio,1,7.9,Good,796,1,6.679599185844380,5.081404364984460,35
Bay La Sun Hotel and Marina - KAEC,King Abdullah Economic City,1074,Deluxe Double Room with City View,1,8.2,Good,9054,1,9.110961927995900,6.97914527506881,30
Vision of Onaizah Furnished Units,Unayzah,153,Twin Room,2,8.2,Good,829,1,6.720220155135300,5.030437921392440,37
فندق لافندر,Taif,499,Deluxe Suite,1,8.3,Good,632,1,6.448889394146860,6.212606095751520,28
Dar Al Naem Hotel,Madinah,150,Standard Twin Room,2,6.4,Very good,1371,1,7.223295679562310,5.0106352940962600,40
Marriott Executive Apartments Madinah,Madinah,850,"Studio Apartment, 1 King, Sofa bed, Garden view",2,9.0,Superb,895,1,6.796823718274860,6.745236349484360,28
Mnazel Jawraq,Riyadh,2250,Villa with Private Pool,4,8.8,Fabulous,58,1,4.060443010546420,7.718685495198470,28
شاليهات ويڤ Wave Resorts,Al Khobar,3750,Chalet,4,7.9,Good,39,1,3.6635616461296500,8.229511118964460,35
Villa Al Nakhil,King Abdullah Economic City,1764,Three-Bedroom Villa,5,0.0,Very good,0,1,-inf,7.475339236566740,29
دار الود للأجنحة الفندقية,Jeddah,217,Studio,1,8.2,Good,336,1,5.817111159963200,5.37989735354046,35
Alreef Diamond Villas,Taif,1500,Standard Villa,13,9.0,Superb,101,1,4.61512051684126,7.313220387090300,30
Rolana Furnished Apartments,Jeddah,189,Deluxe Studio,1,7.5,Good,40,1,3.6888794541139400,5.241747015059640,37
Saray Chalet at Amwaj Resort شاليه ساراي في منتجع أمواج للعائلات فقط,Al Khobar,4079,Four-Bedroom House,7,8.3,Good,12,1,2.4849066497880000,8.313607139317560,28
Shams W Qamar Chalets,Taif,1170,One-Bedroom Chalet,5,8.5,Good,20,1,2.995732273553990,7.064759027791800,40
فندق حياة تاون,Umm Lajj,629,Deluxe Suite,2,7.3,Good,8,1,2.0794415416798400,6.444131256700440,28
Luqya Hotel Suites,Jeddah ,140,Studio Apartment,1,7.6,Good,97,1,4.574710978503380,4.941642422609300,28
Kadi Hotel,Najran,177,One-Bedroom Suite,2,7.8,Good,44,1,3.784189633918260,5.176149732573830,35
فلل المدينة العاليةVIP,Abha,3200,Two-Bedroom Villa,3,0.0,Very good,0,1,-inf,8.070906088787820,29
Tanuma Aram Hospitality - Hotel Apartments,Tanomah,247,Studio with Mountain View,1,8.2,Good,1005,1,6.912742820493180,5.5093883366279800,35
Al Farhan Dumah Al Jandal,Dawmat al Jandal,179,Deluxe Apartment,2,8.2,Good,105,1,4.653960350157520,5.187385805840760,30
Al Meshan Hotel,Madinah,120,Double or Twin Room with Bathroom,1,6.8,Very good,55,1,4.007333185232470,4.787491742782050,37
فندق الكامل,Makkah,250,Double or Twin Room,1,8.6,Fabulous,52,1,3.9512437185814300,5.521460917862250,28
فندق بلانتي,Makkah,136,Basic Triple Room,3,8.0,Good,85,1,4.442651256490320,4.912654885736050,55
فندق برج الإبريز,Baish,238,King Room,1,7.7,Good,186,1,5.225746673713200,5.472270673671480,28
Raoum Inn Shaqra,Shaqra,150,Superior Double Room,1,6.6,Very good,188,1,5.236441962829950,5.0106352940962600,28
Al Lord Hotel,Hafr Al Baten,200,Studio Apartment,1,7.6,Good,89,1,4.48863636973214,5.298317366548040,35
Asfar Hotel Suites,Shaqra  ,241,Standard Suite,1,8.9,Fabulous,214,1,5.365976015021850,5.484796933490660,29
Khabti Grand Hotel,Bishah,400,Budget Double Room,1,8.3,Good,1310,1,7.177782416195200,5.991464547107980,35
Golden Sea Hotel,Obhor ,340,Junior Suite,1,8.2,Good,172,1,5.147494476813450,5.8289456176102100,30
Desert Rose Motel,Al Ghat,150,Family Room with Private Bathroom,1,0.0,Very good,0,1,-inf,5.0106352940962600,37
Golden Dune Hotel,Turayf,250,Small Double Room,1,9.0,Superb,1735,1,7.45876269238096,5.521460917862250,28
قصر البالود 2,Riyadh,127,Budget Double Room,1,8.9,Fabulous,228,1,5.429345628954440,4.844187086458590,30
العييري للوحدات المفروشة الباحة3,Buraydah,110,Double Room with Private Bathroom,2,3.7,Very good,72,1,4.276666119016060,4.700480365792420,44
