"name","location","price","price_for","room_type","beds","rating","rating_title","number_of_ratings","url","cm"
"Anwar Al Zahraa Hotel","Central Madinah, Al Madinah Show on map","SAR 100","1 night, 2 adults","Double Room","2 single beds","7.3","Good","265 reviews","/hotel/sa/anwar-al-zahraa.en-gb.html?aid=304142&label=gen173nr-1DCAEoggI46AdIM1gEaKQCiAEBmAEJuAEHyAEM2AED6AEBiAIBqAIDuALCxJ31BcACAQ&sid=1dbd214cfef8ab47d89141c96a2528af&all_sr_blocks=311172601_113037874_2_0_0&checkin=2021-10-18&checkout=2021-10-19&dest_id=-3092186&dest_type=city&group_adults=2&group_children=0&hapos=35&highlighted_blocks=311172601_113037874_2_0_0&hpos=10&no_rooms=1&sr_order=popularity&sr_pri_blocks=311172601_113037874_2_0_0__10000&srepoch=1634546802&srpvid=e3fd3db9c59f01ca&ucfs=1&from=searchresults
;highlight_room=#hotelTmpl","2 single beds"
"Al Madinah Concorde Hotel","Central Madinah, Al Madinah Show on map","SAR 137","1 night, 2 adults","Deluxe King Room","1 extra-large double bed","6.8","Review score","715 reviews","/hotel/sa/al-madinah-concorde.en-gb.html?aid=304142&label=gen173nr-1DCAEoggI46AdIM1gEaKQCiAEBmAEJuAEHyAEM2AED6AEBiAIBqAIDuALCxJ31BcACAQ&sid=1dbd214cfef8ab47d89141c96a2528af&all_sr_blocks=29853211_242531748_2_0_0&checkin=2021-10-18&checkout=2021-10-19&dest_id=-3092186&dest_type=city&group_adults=2&group_children=0&hapos=36&highlighted_blocks=29853211_242531748_2_0_0&hpos=11&no_rooms=1&sr_order=popularity&sr_pri_blocks=29853211_242531748_2_0_0__13700&srepoch=1634546802&srpvid=e3fd3db9c59f01ca&ucfs=1&from=searchresults
;highlight_room=#hotelTmpl","1 extra-large double bed"
"Mohamadia Al Zahra Hotel","Central Madinah, Al Madinah Show on map","SAR 110","1 night, 2 adults","Superior King Room","1 extra-large double bed","7.5","Good","1,420 reviews","/hotel/sa/mohamadia-al-zahra-lmdynh-lmnwr.en-gb.html?aid=304142&label=gen173nr-1DCAEoggI46AdIM1gEaKQCiAEBmAEJuAEHyAEM2AED6AEBiAIBqAIDuALCxJ31BcACAQ&sid=1dbd214cfef8ab47d89141c96a2528af&all_sr_blocks=310743808_112939003_2_0_0&checkin=2021-10-18&checkout=2021-10-19&dest_id=-3092186&dest_type=city&group_adults=2&group_children=0&hapos=37&highlighted_blocks=310743808_112939003_2_0_0&hpos=12&no_rooms=1&sr_order=popularity&sr_pri_blocks=310743808_112939003_2_0_0__11000&srepoch=1634546802&srpvid=e3fd3db9c59f01ca&ucfs=1&from=searchresults
;highlight_room=#hotelTmpl","1 extra-large double bed"
"فندق ارتال طيبة Artal Taiba Hotel","Al Madinah Show on map","SAR 83","1 night, 2 adults","Budget Triple Room","3 single beds","6.6","Review score","1,124 reviews","/hotel/sa/fndq-rtl-tyb.en-gb.html?aid=304142&label=gen173nr-1DCAEoggI46AdIM1gEaKQCiAEBmAEJuAEHyAEM2AED6AEBiAIBqAIDuALCxJ31BcACAQ&sid=1dbd214cfef8ab47d89141c96a2528af&all_sr_blocks=602081106_279330328_3_0_0&checkin=2021-10-18&checkout=2021-10-19&dest_id=-3092186&dest_type=city&group_adults=2&group_children=0&hapos=38&highlighted_blocks=602081106_279330328_3_0_0&hpos=13&no_rooms=1&sr_order=popularity&sr_pri_blocks=602081106_279330328_3_0_0__8300&srepoch=1634546802&srpvid=e3fd3db9c59f01ca&ucfs=1&from=searchresults
;highlight_room=#hotelTmpl","3 single beds"
"فندق سبال","Central Madinah, Al Madinah Show on map","SAR 140","1 night, 2 adults","Double Room","2 single beds","6.4","Review score","228 reviews","/hotel/sa/fndq-sbl-al-madinah-al-munawarah.en-gb.html?aid=304142&label=gen173nr-1DCAEoggI46AdIM1gEaKQCiAEBmAEJuAEHyAEM2AED6AEBiAIBqAIDuALCxJ31BcACAQ&sid=1dbd214cfef8ab47d89141c96a2528af&all_sr_blocks=723182001_309815352_2_0_0&checkin=2021-10-18&checkout=2021-10-19&dest_id=-3092186&dest_type=city&group_adults=2&group_children=0&hapos=39&highlighted_blocks=723182001_309815352_2_0_0&hpos=14&no_rooms=1&sr_order=popularity&sr_pri_blocks=723182001_309815352_2_0_0__14000&srepoch=1634546802&srpvid=e3fd3db9c59f01ca&ucfs=1&from=searchresults
;highlight_room=#hotelTmpl","2 single beds"
"Rabwat AL-Safwa golden - فندق ربوة الصفوة الذهبي","Central Madinah, Al Madinah Show on map","SAR 137","1 night, 2 adults","Triple Room","3 single beds","7.1","Good","152 reviews","/hotel/sa/rabwat-al-safwa-golden-fndq-rbw-lsfw-ldhhby.en-gb.html?aid=304142&label=gen173nr-1DCAEoggI46AdIM1gEaKQCiAEBmAEJuAEHyAEM2AED6AEBiAIBqAIDuALCxJ31BcACAQ&sid=1dbd214cfef8ab47d89141c96a2528af&all_sr_blocks=718365204_303389969_3_0_0&checkin=2021-10-18&checkout=2021-10-19&dest_id=-3092186&dest_type=city&group_adults=2&group_children=0&hapos=40&highlighted_blocks=718365204_303389969_3_0_0&hpos=15&no_rooms=1&sr_order=popularity&sr_pri_blocks=718365204_303389969_3_0_0__13700&srepoch=1634546802&srpvid=e3fd3db9c59f01ca&ucfs=1&from=searchresults
;highlight_room=#hotelTmpl","3 single beds"
"Hayah Plaza Hotel","Central Madinah, Al Madinah Show on map","SAR 117","1 night, 2 adults","Quadruple Room with Private Bathroom","4 single beds","6.3","Review score","2,443 reviews","/hotel/sa/makarem-al-madinah-plaza.en-gb.html?aid=304142&label=gen173nr-1DCAEoggI46AdIM1gEaKQCiAEBmAEJuAEHyAEM2AED6AEBiAIBqAIDuALCxJ31BcACAQ&sid=1dbd214cfef8ab47d89141c96a2528af&all_sr_blocks=296558203_335687604_4_0_0&checkin=2021-10-18&checkout=2021-10-19&dest_id=-3092186&dest_type=city&group_adults=2&group_children=0&hapos=41&highlighted_blocks=296558203_335687604_4_0_0&hpos=16&no_rooms=1&sr_order=popularity&sr_pri_blocks=296558203_335687604_4_0_0__11685&srepoch=1634546802&srpvid=e3fd3db9c59f01ca&ucfs=1&from=searchresults
;highlight_room=#hotelTmpl","4 single beds"
"العييري للوحدات المفروشة المدينة 3","Al Madinah Show on map","SAR 103","1 night, 2 adults","Double Room with Private Bathroom","3 beds
(2 singles, 1 double)","6.5","Review score","6 reviews","/hotel/sa/l-yyry-llwhdt-lmfrwsh-lmdyn-3.en-gb.html?aid=304142&label=gen173nr-1DCAEoggI46AdIM1gEaKQCiAEBmAEJuAEHyAEM2AED6AEBiAIBqAIDuALCxJ31BcACAQ&sid=1dbd214cfef8ab47d89141c96a2528af&all_sr_blocks=776353001_335946246_2_0_0&checkin=2021-10-18&checkout=2021-10-19&dest_id=-3092186&dest_type=city&group_adults=2&group_children=0&hapos=42&highlighted_blocks=776353001_335946246_2_0_0&hpos=17&no_rooms=1&sr_order=popularity&sr_pri_blocks=776353001_335946246_2_0_0__10300&srepoch=1634546802&srpvid=e3fd3db9c59f01ca&ucfs=1&from=searchresults
;highlight_room=#hotelTmpl","3 beds
(2 singles, 1 double)"
"العزيزيه شارع ابن ماجه","Al Madinah Show on map","SAR 170","1 night, 2 adults","One-Bedroom Apartment","1 double bed","","","","/hotel/sa/l-zyzyh-shr-bn-mjh.en-gb.html?aid=304142&label=gen173nr-1DCAEoggI46AdIM1gEaKQCiAEBmAEJuAEHyAEM2AED6AEBiAIBqAIDuALCxJ31BcACAQ&sid=1dbd214cfef8ab47d89141c96a2528af&all_sr_blocks=782789901_337750778_2_0_0&checkin=2021-10-18&checkout=2021-10-19&dest_id=-3092186&dest_type=city&group_adults=2&group_children=0&hapos=43&highlighted_blocks=782789901_337750778_2_0_0&hpos=18&no_rooms=1&sr_order=popularity&sr_pri_blocks=782789901_337750778_2_0_0__17000&srepoch=1634546802&srpvid=e3fd3db9c59f01ca&ucfs=1&from=searchresults
;highlight_room=#hotelTmpl","Entire apartment­ •­ 1 bedroom •­ 1 bathroom 1 double bed"
"Itlalat Uhud إطلالة أحد","Al Madinah Show on map","SAR 190","1 night, 2 adults","Deluxe Double or Twin Room","1 single bed","9.3","Superb","18 reviews","/hotel/sa/tll-hd.en-gb.html?aid=304142&label=gen173nr-1DCAEoggI46AdIM1gEaKQCiAEBmAEJuAEHyAEM2AED6AEBiAIBqAIDuALCxJ31BcACAQ&sid=1dbd214cfef8ab47d89141c96a2528af&all_sr_blocks=773122901_335272503_2_2_0&checkin=2021-10-18&checkout=2021-10-19&dest_id=-3092186&dest_type=city&group_adults=2&group_children=0&hapos=44&highlighted_blocks=773122901_335272503_2_2_0&hpos=19&no_rooms=1&sr_order=popularity&sr_pri_blocks=773122901_335272503_2_2_0__19000&srepoch=1634546802&srpvid=e3fd3db9c59f01ca&ucfs=1&from=searchresults
;highlight_room=#hotelTmpl","1 single bed"
"Province Al Sham Hotel","Central Madinah, Al Madinah Show on map","SAR 190","1 night, 2 adults","Economy Quadruple Room","4 single beds","7.3","Good","2,654 reviews","/hotel/sa/hayatt-international.en-gb.html?aid=304142&label=gen173nr-1DCAEoggI46AdIM1gEaKQCiAEBmAEJuAEHyAEM2AED6AEBiAIBqAIDuALCxJ31BcACAQ&sid=1dbd214cfef8ab47d89141c96a2528af&all_sr_blocks=36071814_98718342_0_0_0&checkin=2021-10-18&checkout=2021-10-19&dest_id=-3092186&dest_type=city&group_adults=2&group_children=0&hapos=45&highlighted_blocks=36071814_98718342_0_0_0&hpos=20&no_rooms=1&sr_order=popularity&sr_pri_blocks=36071814_98718342_0_0_0__19000&srepoch=1634546802&srpvid=e3fd3db9c59f01ca&ucfs=1&from=searchresults
;highlight_room=#hotelTmpl","4 single beds"
"Al Aqeeq Madinah Hotel","Central Madinah, Al Madinah Show on map","SAR 285","1 night, 2 adults","Classic Room King bed, City View","1 large double bed","7.8","Good","6,477 reviews","/hotel/sa/millennium-al-aqeeq-madinah-hotel.en-gb.html?aid=304142&label=gen173nr-1DCAEoggI46AdIM1gEaKQCiAEBmAEJuAEHyAEM2AED6AEBiAIBqAIDuALCxJ31BcACAQ&sid=1dbd214cfef8ab47d89141c96a2528af&all_sr_blocks=87464507_329408529_0_2_0&checkin=2021-10-18&checkout=2021-10-19&dest_id=-3092186&dest_type=city&group_adults=2&group_children=0&hapos=46&highlighted_blocks=87464507_329408529_0_2_0&hpos=21&no_rooms=1&sr_order=popularity&sr_pri_blocks=87464507_329408529_0_2_0__28500&srepoch=1634546802&srpvid=e3fd3db9c59f01ca&ucfs=1&from=searchresults
;highlight_room=#hotelTmpl","1 large double bed"
"Al Qibla Hotel","Central Madinah, Al Madinah Show on map","SAR 209","1 night, 2 adults","Twin Room - Non-Smoking","2 single beds","6.3","Review score","1,690 reviews","/hotel/sa/ramada-madinah-al-qibla.en-gb.html?aid=304142&label=gen173nr-1DCAEoggI46AdIM1gEaKQCiAEBmAEJuAEHyAEM2AED6AEBiAIBqAIDuALCxJ31BcACAQ&sid=1dbd214cfef8ab47d89141c96a2528af&all_sr_blocks=25507913_309807857_0_0_0&checkin=2021-10-18&checkout=2021-10-19&dest_id=-3092186&dest_type=city&group_adults=2&group_children=0&hapos=47&highlighted_blocks=25507913_309807857_0_0_0&hpos=22&no_rooms=1&sr_order=popularity&sr_pri_blocks=25507913_309807857_0_0_0__20900&srepoch=1634546802&srpvid=e3fd3db9c59f01ca&ucfs=1&from=searchresults
;highlight_room=#hotelTmpl","2 single beds"
"Dar Al Naem Hotel","Central Madinah, Al Madinah Show on map","SAR 150","1 night, 2 adults","Standard Twin Room","2 single beds","6.3","Review score","1,382 reviews","/hotel/sa/dar-al-naeem.en-gb.html?aid=304142&label=gen173nr-1DCAEoggI46AdIM1gEaKQCiAEBmAEJuAEHyAEM2AED6AEBiAIBqAIDuALCxJ31BcACAQ&sid=1dbd214cfef8ab47d89141c96a2528af&all_sr_blocks=30141103_211331138_0_42_0&checkin=2021-10-18&checkout=2021-10-19&dest_id=-3092186&dest_type=city&group_adults=2&group_children=0&hapos=48&highlighted_blocks=30141103_211331138_0_42_0&hpos=23&no_rooms=1&sr_order=popularity&sr_pri_blocks=30141103_211331138_0_42_0__15000&srepoch=1634546802&srpvid=e3fd3db9c59f01ca&ucfs=1&from=searchresults
;highlight_room=#hotelTmpl","2 single beds"
"Nozol Royal Inn Hotel","Central Madinah, Al Madinah Show on map","SAR 189","1 night, 2 adults","Quadruple Room with Bathroom","4 single beds","7.0","Good","4,114 reviews","/hotel/sa/royal-inn.en-gb.html?aid=304142&label=gen173nr-1DCAEoggI46AdIM1gEaKQCiAEBmAEJuAEHyAEM2AED6AEBiAIBqAIDuALCxJ31BcACAQ&sid=1dbd214cfef8ab47d89141c96a2528af&all_sr_blocks=104189802_90990460_4_2_0&checkin=2021-10-18&checkout=2021-10-19&dest_id=-3092186&dest_type=city&group_adults=2&group_children=0&hapos=49&highlighted_blocks=104189802_90990460_4_2_0&hpos=24&no_rooms=1&sr_order=popularity&sr_pri_blocks=104189802_90990460_4_2_0__18900&srepoch=1634546802&srpvid=e3fd3db9c59f01ca&ucfs=1&from=searchresults
;highlight_room=#hotelTmpl","4 single beds"
"فندق رحيق المدينه","Al Madinah Show on map","SAR 81","1 night, 2 adults","Budget Double Room","2 single beds","5.0","Review score","88 reviews","/hotel/sa/fndq-rhyq-lmdynh.en-gb.html?aid=304142&label=gen173nr-1DCAEoggI46AdIM1gEaKQCiAEBmAEJuAEHyAEM2AED6AEBiAIBqAIDuALCxJ31BcACAQ&sid=1dbd214cfef8ab47d89141c96a2528af&all_sr_blocks=750169801_331343164_2_0_0&checkin=2021-10-18&checkout=2021-10-19&dest_id=-3092186&dest_type=city&group_adults=2&group_children=0&hapos=50&highlighted_blocks=750169801_331343164_2_0_0&hpos=25&no_rooms=1&sr_order=popularity&sr_pri_blocks=750169801_331343164_2_0_0__8100&srepoch=1634546802&srpvid=e3fd3db9c59f01ca&ucfs=1&from=searchresults
;highlight_room=#hotelTmpl","2 single beds"
