"name","location","price","price_for","room_type","beds","rating","rating_title","number_of_ratings","url","cm"
"Naviti Warwick Dammam","Dammam Show on map","SAR 289","1 night, 2 adults","Standard Double Room","1 extra-large double bed","7.8","Good","3,582 reviews","/hotel/sa/naviti-warwick-dammam.en-gb.html?aid=304142&label=gen173nr-1FCAEoggI46AdIM1gEaKQCiAEBmAEJuAEHyAEM2AEB6AEB-AEMiAIBqAIDuALCxJ31BcACAdgCAg&sid=5c8a192522209b576746f591be61007a&all_sr_blocks=479466401_275971192_2_1_0&checkin=2021-10-18&checkout=2021-10-19&dest_id=-3091069&dest_type=city&from_beach_non_key_ufi_sr=1&group_adults=2&group_children=0&hapos=15&highlighted_blocks=479466401_275971192_2_1_0&hpos=15&no_rooms=1&sr_order=popularity&sr_pri_blocks=479466401_275971192_2_1_0__28900&srepoch=1634545259&srpvid=6d713ab5692f0020&ucfs=1&from=searchresults
;highlight_room=#hotelTmpl","1 extra-large double bed"
"Golden Garden Al Corniche","Dammam Show on map","SAR 199","1 night, 2 adults","Deluxe Suite","2 single beds","7.2","Good","4,636 reviews","/hotel/sa/golden-garden-al-corniche.en-gb.html?aid=304142&label=gen173nr-1FCAEoggI46AdIM1gEaKQCiAEBmAEJuAEHyAEM2AEB6AEB-AEMiAIBqAIDuALCxJ31BcACAdgCAg&sid=5c8a192522209b576746f591be61007a&all_sr_blocks=174226112_200605506_2_2_0&checkin=2021-10-18&checkout=2021-10-19&dest_id=-3091069&dest_type=city&from_beach_non_key_ufi_sr=1&group_adults=2&group_children=0&hapos=16&highlighted_blocks=174226112_200605506_2_2_0&hpos=16&no_rooms=1&sr_order=popularity&sr_pri_blocks=174226112_200605506_2_2_0__19900&srepoch=1634545259&srpvid=6d713ab5692f0020&ucfs=1&from=searchresults
;highlight_room=#hotelTmpl","Private suite­ 2 single beds"
"اطلالة الشرفة3 -Terrace view Residence","Dammam Show on map","SAR 186","1 night, 2 adults","One-Bedroom Apartment","1 double bed","8.0","Very good","641 reviews","/hotel/sa/tll-lshrf-3-terrace-view-3.en-gb.html?aid=304142&label=gen173nr-1FCAEoggI46AdIM1gEaKQCiAEBmAEJuAEHyAEM2AEB6AEB-AEMiAIBqAIDuALCxJ31BcACAdgCAg&sid=5c8a192522209b576746f591be61007a&all_sr_blocks=687382501_307005349_0_0_0&checkin=2021-10-18&checkout=2021-10-19&dest_id=-3091069&dest_type=city&from_beach_non_key_ufi_sr=1&group_adults=2&group_children=0&hapos=17&highlighted_blocks=687382501_307005349_0_0_0&hpos=17&no_rooms=1&sr_order=popularity&sr_pri_blocks=687382501_307005349_0_0_0__18600&srepoch=1634545259&srpvid=6d713ab5692f0020&ucfs=1&from=searchresults
;highlight_room=#hotelTmpl","Entire apartment­ •­ 1 bedroom •­ 1 bathroom •­ 50m² 1 double bed"
"Tulip Inn Suites and Residence Dammam","Dammam Show on map","SAR 240","1 night, 2 adults","Family Two-Bedroom Suite","3 beds
(2 singles, 1 large double)","6.3","Review score","1,158 reviews","/hotel/sa/tulip-inn-dammam-dammam.en-gb.html?aid=304142&label=gen173nr-1FCAEoggI46AdIM1gEaKQCiAEBmAEJuAEHyAEM2AEB6AEB-AEMiAIBqAIDuALCxJ31BcACAdgCAg&sid=5c8a192522209b576746f591be61007a&all_sr_blocks=53891307_92767215_0_2_0&checkin=2021-10-18&checkout=2021-10-19&dest_id=-3091069&dest_type=city&from_beach_non_key_ufi_sr=1&group_adults=2&group_children=0&hapos=18&highlighted_blocks=53891307_92767215_0_2_0&hpos=18&no_rooms=1&sr_order=popularity&sr_pri_blocks=53891307_92767215_0_2_0__24000&srepoch=1634545259&srpvid=6d713ab5692f0020&ucfs=1&from=searchresults
;highlight_room=#hotelTmpl","3 beds
(2 singles, 1 large double)"
"Lavona Tiba Hotel","Dammam Show on map","SAR 216","1 night, 2 adults","Deluxe King Room","1 extra-large double bed","8.2","Very good","1,265 reviews","/hotel/sa/ldmm-dammam123.en-gb.html?aid=304142&label=gen173nr-1FCAEoggI46AdIM1gEaKQCiAEBmAEJuAEHyAEM2AEB6AEB-AEMiAIBqAIDuALCxJ31BcACAdgCAg&sid=5c8a192522209b576746f591be61007a&all_sr_blocks=497947605_167798050_2_0_0&checkin=2021-10-18&checkout=2021-10-19&dest_id=-3091069&dest_type=city&from_beach_non_key_ufi_sr=1&group_adults=2&group_children=0&hapos=19&highlighted_blocks=497947605_167798050_2_0_0&hpos=19&no_rooms=1&sr_order=popularity&sr_pri_blocks=497947605_167798050_2_0_0__21600&srepoch=1634545259&srpvid=6d713ab5692f0020&ucfs=1&from=searchresults
;highlight_room=#hotelTmpl","1 extra-large double bed"
"Park Inn by Radisson Hotel & Apartments Dammam Industrial City","Dammam Show on map","SAR 310","1 night, 2 adults","Standard Room","2 beds
(1 extra-large double, 1 sofa bed)","8.0","Very good","1,947 reviews","/hotel/sa/park-inn-by-radisson-apartments-dammam-industrial-city.en-gb.html?aid=304142&label=gen173nr-1FCAEoggI46AdIM1gEaKQCiAEBmAEJuAEHyAEM2AEB6AEB-AEMiAIBqAIDuALCxJ31BcACAdgCAg&sid=5c8a192522209b576746f591be61007a&all_sr_blocks=239019601_246025899_2_42_0&checkin=2021-10-18&checkout=2021-10-19&dest_id=-3091069&dest_type=city&from_beach_non_key_ufi_sr=1&group_adults=2&group_children=0&hapos=20&highlighted_blocks=239019601_246025899_2_42_0&hpos=20&no_rooms=1&sr_order=popularity&sr_pri_blocks=239019601_246025899_2_42_0__31009&srepoch=1634545259&srpvid=6d713ab5692f0020&ucfs=1&from=searchresults
;highlight_room=#hotelTmpl","2 beds
(1 extra-large double, 1 sofa bed)"
"Ruoof Furnished Units Apartment","Dammam Show on map","SAR 171","1 night, 2 adults","One-Bedroom Apartment","1 extra-large double bed","7.5","Good","1,427 reviews","/hotel/sa/rywf.en-gb.html?aid=304142&label=gen173nr-1FCAEoggI46AdIM1gEaKQCiAEBmAEJuAEHyAEM2AEB6AEB-AEMiAIBqAIDuALCxJ31BcACAdgCAg&sid=5c8a192522209b576746f591be61007a&all_sr_blocks=252830003_103857800_2_0_0&checkin=2021-10-18&checkout=2021-10-19&dest_id=-3091069&dest_type=city&from_beach_non_key_ufi_sr=1&group_adults=2&group_children=0&hapos=21&highlighted_blocks=252830003_103857800_2_0_0&hpos=21&no_rooms=1&sr_order=popularity&sr_pri_blocks=252830003_103857800_2_0_0__17100&srepoch=1634545259&srpvid=6d713ab5692f0020&ucfs=1&from=searchresults
;highlight_room=#hotelTmpl","Entire apartment­ •­ 1 bedroom •­ 1 living room •­ 1 bathroom •­ 50m² 1 extra-large double bed"
"Sendan Residence","Dammam Show on map","SAR 270","1 night, 2 adults","One Bedroom Apartment","2 beds
(1 double, 1 sofa bed)","8.3","Very good","2,036 reviews","/hotel/sa/sandan.en-gb.html?aid=304142&label=gen173nr-1FCAEoggI46AdIM1gEaKQCiAEBmAEJuAEHyAEM2AEB6AEB-AEMiAIBqAIDuALCxJ31BcACAdgCAg&sid=5c8a192522209b576746f591be61007a&all_sr_blocks=219664508_336013467_2_2_0&checkin=2021-10-18&checkout=2021-10-19&dest_id=-3091069&dest_type=city&from_beach_non_key_ufi_sr=1&group_adults=2&group_children=0&hapos=22&highlighted_blocks=219664508_336013467_2_2_0&hpos=22&no_rooms=1&sr_order=popularity&sr_pri_blocks=219664508_336013467_2_2_0__27000&srepoch=1634545259&srpvid=6d713ab5692f0020&ucfs=1&from=searchresults
;highlight_room=#hotelTmpl","Entire apartment­ •­ 1 bedroom •­ 1 living room •­ 1 bathroom •­ 40m² 2 beds
(1 double, 1 sofa bed)"
"Park Inn by Radisson Dammam","Dammam Show on map","SAR 380","1 night, 2 adults","Standard Room","1 large double bed","8.1","Very good","2,308 reviews","/hotel/sa/park-inn-by-radisson-dammam.en-gb.html?aid=304142&label=gen173nr-1FCAEoggI46AdIM1gEaKQCiAEBmAEJuAEHyAEM2AEB6AEB-AEMiAIBqAIDuALCxJ31BcACAdgCAg&sid=5c8a192522209b576746f591be61007a&all_sr_blocks=130396901_326336020_2_2_0&checkin=2021-10-18&checkout=2021-10-19&dest_id=-3091069&dest_type=city&from_beach_non_key_ufi_sr=1&group_adults=2&group_children=0&hapos=23&highlighted_blocks=130396901_326336020_2_2_0&hpos=23&no_rooms=1&sr_order=popularity&sr_pri_blocks=130396901_326336020_2_2_0__38000&srepoch=1634545259&srpvid=6d713ab5692f0020&ucfs=1&from=searchresults
;highlight_room=#hotelTmpl","1 large double bed"
"Hona Al Holm Furnished Units","Dammam Show on map","SAR 139","1 night, 2 adults","Studio","2 single beds","7.8","Good","1,059 reviews","/hotel/sa/hn-lhlm-lljnh-lfndqy.en-gb.html?aid=304142&label=gen173nr-1FCAEoggI46AdIM1gEaKQCiAEBmAEJuAEHyAEM2AEB6AEB-AEMiAIBqAIDuALCxJ31BcACAdgCAg&sid=5c8a192522209b576746f591be61007a&all_sr_blocks=134458903_308967933_2_0_0&checkin=2021-10-18&checkout=2021-10-19&dest_id=-3091069&dest_type=city&from_beach_non_key_ufi_sr=1&group_adults=2&group_children=0&hapos=24&highlighted_blocks=134458903_308967933_2_0_0&hpos=24&no_rooms=1&sr_order=popularity&sr_pri_blocks=134458903_308967933_2_0_0__13900&srepoch=1634545259&srpvid=6d713ab5692f0020&ucfs=1&from=searchresults
;highlight_room=#hotelTmpl","Private studio­ •­ 1 bathroom •­ 31m² 2 single beds"
"The origins of Capricorn Arbism 15","Dammam Show on map","SAR 85","1 night, 2 adults","One-Bedroom Apartment","2 single beds","4.5","Review score","20 reviews","/hotel/sa/nwf15.en-gb.html?aid=304142&label=gen173nr-1FCAEoggI46AdIM1gEaKQCiAEBmAEJuAEHyAEM2AEB6AEB-AEMiAIBqAIDuALCxJ31BcACAdgCAg&sid=5c8a192522209b576746f591be61007a&all_sr_blocks=443623606_142190377_2_0_0&checkin=2021-10-18&checkout=2021-10-19&dest_id=-3091069&dest_type=city&from_beach_non_key_ufi_sr=1&group_adults=2&group_children=0&hapos=25&highlighted_blocks=443623606_142190377_2_0_0&hpos=25&no_rooms=1&sr_order=popularity&sr_pri_blocks=443623606_142190377_2_0_0__8500&srepoch=1634545259&srpvid=6d713ab5692f0020&ucfs=1&from=searchresults
;highlight_room=#hotelTmpl","Entire apartment­ •­ 1 bedroom •­ 1 living room •­ 1 bathroom 2 single beds"
"Borooj Alsalimiya Apartment Hotel","Dammam Show on map","SAR 270","1 night, 2 adults","Deluxe Apartment","2 single beds","8.1","Very good","127 reviews","https://www.booking.com/hotel/sa/brwj-lslmy.en-gb.html?aid=304142&label=gen173nr-1FCAEoggI46AdIM1gEaKQCiAEBmAEJuAEHyAEM2AEB6AEB-AEMiAIBqAIDuALCxJ31BcACAdgCAg&sid=33688f37868bc8b42d2b341e267097d1&all_sr_blocks=378370201_335437797_0_0_0&checkin=2021-10-18&checkout=2021-10-19&dest_id=-3091069&dest_type=city&from_beach_non_key_ufi_sr=1&group_adults=2&group_children=0&hapos=51&highlighted_blocks=378370201_335437797_0_0_0&hpos=1&no_rooms=1&sr_order=popularity&sr_pri_blocks=378370201_335437797_0_0_0__27000&srepoch=1634545486&srpvid=d2d33b2715aa009a&ucfs=1&sig=v1g8JoFwBR&from=searchresults
;highlight_room=#hotelTmpl","Private apartment­ •­ 1 bedroom •­ 1 living room •­ 1 bathroom 2 single beds"
"Ahla Amassi Furnished Units","Dammam Show on map","SAR 170","1 night, 2 adults","Studio Apartment","1 extra-large double bed","7.6","Good","111 reviews","https://www.booking.com/hotel/sa/hl-msy.en-gb.html?aid=304142&label=gen173nr-1FCAEoggI46AdIM1gEaKQCiAEBmAEJuAEHyAEM2AEB6AEB-AEMiAIBqAIDuALCxJ31BcACAdgCAg&sid=33688f37868bc8b42d2b341e267097d1&all_sr_blocks=314246104_113490218_2_0_0&checkin=2021-10-18&checkout=2021-10-19&dest_id=-3091069&dest_type=city&from_beach_non_key_ufi_sr=1&group_adults=2&group_children=0&hapos=52&highlighted_blocks=314246104_113490218_2_0_0&hpos=2&no_rooms=1&sr_order=popularity&sr_pri_blocks=314246104_113490218_2_0_0__17000&srepoch=1634545486&srpvid=d2d33b2715aa009a&ucfs=1&sig=v1VBzBIJHo&from=searchresults
;highlight_room=#hotelTmpl","Entire apartment­ •­ 1 bedroom •­ 1 bathroom •­ 60m² 1 extra-large double bed"
"Amwaj Alshatie Furnished Units","Dammam Show on map","SAR 290","1 night, 2 adults","One Bedroom Deluxe Apartment","1 extra-large double bed","8.4","Very good","51 reviews","https://www.booking.com/hotel/sa/amwaj-alshateaa.en-gb.html?aid=304142&label=gen173nr-1FCAEoggI46AdIM1gEaKQCiAEBmAEJuAEHyAEM2AEB6AEB-AEMiAIBqAIDuALCxJ31BcACAdgCAg&sid=33688f37868bc8b42d2b341e267097d1&all_sr_blocks=223876213_295705340_2_0_0&checkin=2021-10-18&checkout=2021-10-19&dest_id=-3091069&dest_type=city&from_beach_non_key_ufi_sr=1&group_adults=2&group_children=0&hapos=53&highlighted_blocks=223876213_295705340_2_0_0&hpos=3&no_rooms=1&sr_order=popularity&sr_pri_blocks=223876213_295705340_2_0_0__29000&srepoch=1634545486&srpvid=d2d33b2715aa009a&ucfs=1&sig=v1UuGW1JQb&from=searchresults
;highlight_room=#hotelTmpl","Private apartment­ •­ 1 bedroom •­ 1 bathroom •­ 40m² 1 extra-large double bed"
"Ahla Makan","Dammam Show on map","SAR 200","1 night, 2 adults","Apartment","1 extra-large double bed","6.4","Review score","35 reviews","https://www.booking.com/hotel/sa/hl-mkn-47-ahla-makan.en-gb.html?aid=304142&label=gen173nr-1FCAEoggI46AdIM1gEaKQCiAEBmAEJuAEHyAEM2AEB6AEB-AEMiAIBqAIDuALCxJ31BcACAdgCAg&sid=33688f37868bc8b42d2b341e267097d1&all_sr_blocks=352535701_206488081_2_0_0&checkin=2021-10-18&checkout=2021-10-19&dest_id=-3091069&dest_type=city&from_beach_non_key_ufi_sr=1&group_adults=2&group_children=0&hapos=54&highlighted_blocks=352535701_206488081_2_0_0&hpos=4&no_rooms=1&sr_order=popularity&sr_pri_blocks=352535701_206488081_2_0_0__20000&srepoch=1634545486&srpvid=d2d33b2715aa009a&ucfs=1&sig=v1o4cY9v8h&from=searchresults
;highlight_room=#hotelTmpl","Entire apartment­ •­ 1 bedroom •­ 1 living room •­ 1 bathroom •­ 45m² 1 extra-large double bed"
"Watheer Hotel Suite","Dammam Show on map","SAR 275","1 night, 2 adults","One-Bedroom Apartment with King Bed","1 extra-large double bed","7.1","Good","830 reviews","https://www.booking.com/hotel/sa/wather-apartment.en-gb.html?aid=304142&label=gen173nr-1FCAEoggI46AdIM1gEaKQCiAEBmAEJuAEHyAEM2AEB6AEB-AEMiAIBqAIDuALCxJ31BcACAdgCAg&sid=33688f37868bc8b42d2b341e267097d1&all_sr_blocks=36547901_86389453_0_2_0&checkin=2021-10-18&checkout=2021-10-19&dest_id=-3091069&dest_type=city&from_beach_non_key_ufi_sr=1&group_adults=2&group_children=0&hapos=55&highlighted_blocks=36547901_86389453_0_2_0&hpos=5&no_rooms=1&sr_order=popularity&sr_pri_blocks=36547901_86389453_0_2_0__27500&srepoch=1634545486&srpvid=d2d33b2715aa009a&ucfs=1&sig=v1255KnlA0&from=searchresults
;highlight_room=#hotelTmpl","Entire apartment­ •­ 1 bedroom •­ 1 bathroom •­ 45m² 1 extra-large double bed"
"Blue Sands Al Bilsan Furnished Units","Dammam Show on map","SAR 180","1 night, 2 adults","Studio Apartment","1 large double bed","6.5","Review score","193 reviews","https://www.booking.com/hotel/sa/blwsnds-lbylsn.en-gb.html?aid=304142&label=gen173nr-1FCAEoggI46AdIM1gEaKQCiAEBmAEJuAEHyAEM2AEB6AEB-AEMiAIBqAIDuALCxJ31BcACAdgCAg&sid=33688f37868bc8b42d2b341e267097d1&all_sr_blocks=364995901_335433604_2_0_0&checkin=2021-10-18&checkout=2021-10-19&dest_id=-3091069&dest_type=city&from_beach_non_key_ufi_sr=1&group_adults=2&group_children=0&hapos=56&highlighted_blocks=364995901_335433604_2_0_0&hpos=6&no_rooms=1&sr_order=popularity&sr_pri_blocks=364995901_335433604_2_0_0__18000&srepoch=1634545486&srpvid=d2d33b2715aa009a&ucfs=1&sig=v1rEqi9X32&from=searchresults
;highlight_room=#hotelTmpl","Entire apartment­ •­ 1 bedroom •­ 20m² 1 large double bed"
"Suite blue","Dammam Show on map","SAR 470","1 night, 2 adults","Superior King Suite","7 beds
(1 extra-large double, 6 sofa beds)","8.2","Very good","226 reviews","https://www.booking.com/hotel/sa/jnh-lzrq.en-gb.html?aid=304142&label=gen173nr-1FCAEoggI46AdIM1gEaKQCiAEBmAEJuAEHyAEM2AEB6AEB-AEMiAIBqAIDuALCxJ31BcACAdgCAg&sid=33688f37868bc8b42d2b341e267097d1&all_sr_blocks=604009504_243266887_2_0_0&checkin=2021-10-18&checkout=2021-10-19&dest_id=-3091069&dest_type=city&from_beach_non_key_ufi_sr=1&group_adults=2&group_children=0&hapos=57&highlighted_blocks=604009504_243266887_2_0_0&hpos=7&no_rooms=1&sr_order=popularity&sr_pri_blocks=604009504_243266887_2_0_0__47000&srepoch=1634545487&srpvid=d2d33b2715aa009a&ucfs=1&sig=v1yVjPRkji&from=searchresults
;highlight_room=#hotelTmpl","Private suite­ •­ 1 bedroom •­ 1 living room •­ 1 bathroom •­ 78m² 7 beds
(1 extra-large double, 6 sofa beds)"
"Natwan Furnished unites","Dammam Show on map","SAR 180","1 night, 2 adults","One-Bedroom Apartment","1 extra-large double bed","7.2","Good","199 reviews","https://www.booking.com/hotel/sa/natwan-furnished-unites.en-gb.html?aid=304142&label=gen173nr-1FCAEoggI46AdIM1gEaKQCiAEBmAEJuAEHyAEM2AEB6AEB-AEMiAIBqAIDuALCxJ31BcACAdgCAg&sid=33688f37868bc8b42d2b341e267097d1&all_sr_blocks=160491504_208624637_0_0_0&checkin=2021-10-18&checkout=2021-10-19&dest_id=-3091069&dest_type=city&from_beach_non_key_ufi_sr=1&group_adults=2&group_children=0&hapos=58&highlighted_blocks=160491504_208624637_0_0_0&hpos=8&no_rooms=1&sr_order=popularity&sr_pri_blocks=160491504_208624637_0_0_0__18000&srepoch=1634545487&srpvid=d2d33b2715aa009a&ucfs=1&sig=v1phWyEIIf&from=searchresults
;highlight_room=#hotelTmpl","Entire apartment­ •­ 1 bedroom •­ 1 bathroom •­ 25m² 1 extra-large double bed"
"العييري للوحات المفروشة الدمام3","Dammam Show on map","SAR 250","1 night, 2 adults","Double Room with Private Bathroom","3 beds
(2 singles, 1 double)","3.9","Review score","6 reviews","https://www.booking.com/hotel/sa/l-yyry-llwht-lmfrwsh-ldmm3.en-gb.html?aid=304142&label=gen173nr-1FCAEoggI46AdIM1gEaKQCiAEBmAEJuAEHyAEM2AEB6AEB-AEMiAIBqAIDuALCxJ31BcACAdgCAg&sid=33688f37868bc8b42d2b341e267097d1&all_sr_blocks=773594801_335324249_2_0_0&checkin=2021-10-18&checkout=2021-10-19&dest_id=-3091069&dest_type=city&from_beach_non_key_ufi_sr=1&group_adults=2&group_children=0&hapos=59&highlighted_blocks=773594801_335324249_2_0_0&hpos=9&no_rooms=1&sr_order=popularity&sr_pri_blocks=773594801_335324249_2_0_0__25000&srepoch=1634545487&srpvid=d2d33b2715aa009a&ucfs=1&sig=v1YymLl7sT&from=searchresults
;highlight_room=#hotelTmpl","3 beds
(2 singles, 1 double)"
"Anan Suites","Dammam Show on map","SAR 250","1 night, 2 adults","One-Bedroom Apartment","1 extra-large double bed","8.4","Very good","168 reviews","https://www.booking.com/hotel/sa/nn-ll-jnh-lfndqyh.en-gb.html?aid=304142&label=gen173nr-1FCAEoggI46AdIM1gEaKQCiAEBmAEJuAEHyAEM2AEB6AEB-AEMiAIBqAIDuALCxJ31BcACAdgCAg&sid=33688f37868bc8b42d2b341e267097d1&all_sr_blocks=439723404_131591290_2_0_0&checkin=2021-10-18&checkout=2021-10-19&dest_id=-3091069&dest_type=city&from_beach_non_key_ufi_sr=1&group_adults=2&group_children=0&hapos=60&highlighted_blocks=439723404_131591290_2_0_0&hpos=10&no_rooms=1&sr_order=popularity&sr_pri_blocks=439723404_131591290_2_0_0__25000&srepoch=1634545487&srpvid=d2d33b2715aa009a&ucfs=1&sig=v12psD2Kfp&from=searchresults
;highlight_room=#hotelTmpl","Entire apartment­ •­ 1 bedroom •­ 1 living room •­ 1 bathroom 1 extra-large double bed"
"شقق قصر العنوان الفندقية","Dammam Show on map","SAR 558","1 night, 2 adults","Junior Suite","1 extra-large double bed","9.1","Superb","249 reviews","https://www.booking.com/hotel/sa/shqq-qsr-l-nwn-lfndqy.en-gb.html?aid=304142&label=gen173nr-1FCAEoggI46AdIM1gEaKQCiAEBmAEJuAEHyAEM2AEB6AEB-AEMiAIBqAIDuALCxJ31BcACAdgCAg&sid=33688f37868bc8b42d2b341e267097d1&all_sr_blocks=680470502_278076862_2_2_0&checkin=2021-10-18&checkout=2021-10-19&dest_id=-3091069&dest_type=city&from_beach_non_key_ufi_sr=1&group_adults=2&group_children=0&hapos=61&highlighted_blocks=680470502_278076862_2_2_0&hpos=11&no_rooms=1&sr_order=popularity&sr_pri_blocks=680470502_278076862_2_2_0__55800&srepoch=1634545487&srpvid=d2d33b2715aa009a&ucfs=1&sig=v1gVaUIrct&from=searchresults
;highlight_room=#hotelTmpl","Private suite­ •­ 1 bedroom •­ 1 living room •­ 1 bathroom •­ 53m² 1 extra-large double bed"
"Mesas Gulf Hotel","Dammam Show on map","SAR 420","1 night, 2 adults","Two-Bedroom Suite","3 beds
(2 singles, 1 extra-large double)","8.6","Fabulous","492 reviews","https://www.booking.com/hotel/sa/mss-lkhlyj-lljnh-lfndqyh.en-gb.html?aid=304142&label=gen173nr-1FCAEoggI46AdIM1gEaKQCiAEBmAEJuAEHyAEM2AEB6AEB-AEMiAIBqAIDuALCxJ31BcACAdgCAg&sid=33688f37868bc8b42d2b341e267097d1&all_sr_blocks=394369004_335443409_0_2_0&checkin=2021-10-18&checkout=2021-10-19&dest_id=-3091069&dest_type=city&from_beach_non_key_ufi_sr=1&group_adults=2&group_children=0&hapos=62&highlighted_blocks=394369004_335443409_0_2_0&hpos=12&no_rooms=1&sr_order=popularity&sr_pri_blocks=394369004_335443409_0_2_0__42000&srepoch=1634545487&srpvid=d2d33b2715aa009a&ucfs=1&sig=v1BVB8lRJE&from=searchresults
;highlight_room=#hotelTmpl","Private suite­ •­ 2 bedrooms •­ 1 living room •­ 1 bathroom •­ 80m² 3 beds
(2 singles, 1 extra-large double)"
"العييري للوحات المفروشة الدمام 7","Dammam Show on map","SAR 250","1 night, 2 adults","Double Room with Private Bathroom","3 beds
(2 singles, 1 double)","4.3","Review score","10 reviews","https://www.booking.com/hotel/sa/l-yyry-llwht-lmfrwsh-ldmm-7.en-gb.html?aid=304142&label=gen173nr-1FCAEoggI46AdIM1gEaKQCiAEBmAEJuAEHyAEM2AEB6AEB-AEMiAIBqAIDuALCxJ31BcACAdgCAg&sid=33688f37868bc8b42d2b341e267097d1&all_sr_blocks=776249301_335924311_3_0_0&checkin=2021-10-18&checkout=2021-10-19&dest_id=-3091069&dest_type=city&from_beach_non_key_ufi_sr=1&group_adults=2&group_children=0&hapos=63&highlighted_blocks=776249301_335924311_3_0_0&hpos=13&no_rooms=1&sr_order=popularity&sr_pri_blocks=776249301_335924311_3_0_0__25000&srepoch=1634545487&srpvid=d2d33b2715aa009a&ucfs=1&sig=v1O4PSGFsF&from=searchresults
;highlight_room=#hotelTmpl","3 beds
(2 singles, 1 double)"
"Boudl Corniche","Dammam Show on map","SAR 490","1 night, 2 adults","One-Bedroom Apartment","1 large double bed","8.8","Fabulous","1,108 reviews","https://www.booking.com/hotel/sa/bwdl-l-rfj.en-gb.html?aid=304142&label=gen173nr-1FCAEoggI46AdIM1gEaKQCiAEBmAEJuAEHyAEM2AEB6AEB-AEMiAIBqAIDuALCxJ31BcACAdgCAg&sid=33688f37868bc8b42d2b341e267097d1&all_sr_blocks=342226004_125391244_0_0_0&checkin=2021-10-18&checkout=2021-10-19&dest_id=-3091069&dest_type=city&from_beach_non_key_ufi_sr=1&group_adults=2&group_children=0&hapos=64&highlighted_blocks=342226004_125391244_0_0_0&hpos=14&no_rooms=1&sr_order=popularity&sr_pri_blocks=342226004_125391244_0_0_0__49000&srepoch=1634545487&srpvid=d2d33b2715aa009a&ucfs=1&sig=v1Eg_eJC3-&from=searchresults
;highlight_room=#hotelTmpl","Entire apartment­ •­ 1 bedroom •­ 1 living room •­ 1 bathroom •­ 35m² 1 large double bed"
"العييري للوحدات المفروشة الدمام 4","Dammam Show on map","SAR 248","1 night, 2 adults","Double Room with Private Bathroom","3 beds
(2 singles, 1 double)","6.0","Review score","7 reviews","https://www.booking.com/hotel/sa/l-yyry-llwhdt-lmfrwsh-ldmm-4.en-gb.html?aid=304142&label=gen173nr-1FCAEoggI46AdIM1gEaKQCiAEBmAEJuAEHyAEM2AEB6AEB-AEMiAIBqAIDuALCxJ31BcACAdgCAg&sid=33688f37868bc8b42d2b341e267097d1&all_sr_blocks=776257901_335937245_2_0_0&checkin=2021-10-18&checkout=2021-10-19&dest_id=-3091069&dest_type=city&from_beach_non_key_ufi_sr=1&group_adults=2&group_children=0&hapos=65&highlighted_blocks=776257901_335937245_2_0_0&hpos=15&no_rooms=1&sr_order=popularity&sr_pri_blocks=776257901_335937245_2_0_0__24800&srepoch=1634545487&srpvid=d2d33b2715aa009a&ucfs=1&sig=v1xuwYdx0m&from=searchresults
;highlight_room=#hotelTmpl","3 beds
(2 singles, 1 double)"
"Gulf Crown For Residential Units","Dammam Show on map","SAR 500","1 night, 2 adults","Two-Bedroom Apartment","3 beds
(2 singles, 1 extra-large double)","7.4","Good","267 reviews","https://www.booking.com/hotel/sa/qasr-alfakhamah.en-gb.html?aid=304142&label=gen173nr-1FCAEoggI46AdIM1gEaKQCiAEBmAEJuAEHyAEM2AEB6AEB-AEMiAIBqAIDuALCxJ31BcACAdgCAg&sid=33688f37868bc8b42d2b341e267097d1&all_sr_blocks=259239802_265857808_0_0_0&checkin=2021-10-18&checkout=2021-10-19&dest_id=-3091069&dest_type=city&from_beach_non_key_ufi_sr=1&group_adults=2&group_children=0&hapos=66&highlighted_blocks=259239802_265857808_0_0_0&hpos=16&no_rooms=1&sr_order=popularity&sr_pri_blocks=259239802_265857808_0_0_0__50000&srepoch=1634545487&srpvid=d2d33b2715aa009a&ucfs=1&sig=v1csmNkAaB&from=searchresults
;highlight_room=#hotelTmpl","Private apartment­ •­ 2 bedrooms •­ 2 bathrooms •­ 114m² 3 beds
(2 singles, 1 extra-large double)"
"Wahaj Al Mesak Units","Dammam Show on map","SAR 199","1 night, 2 adults","Studio Apartment","1 extra-large double bed","8.2","Very good","161 reviews","https://www.booking.com/hotel/sa/whj-lmsk-llwhdt-lskny.en-gb.html?aid=304142&label=gen173nr-1FCAEoggI46AdIM1gEaKQCiAEBmAEJuAEHyAEM2AEB6AEB-AEMiAIBqAIDuALCxJ31BcACAdgCAg&sid=33688f37868bc8b42d2b341e267097d1&all_sr_blocks=294174404_335403170_2_0_0&checkin=2021-10-18&checkout=2021-10-19&dest_id=-3091069&dest_type=city&from_beach_non_key_ufi_sr=1&group_adults=2&group_children=0&hapos=67&highlighted_blocks=294174404_335403170_2_0_0&hpos=17&no_rooms=1&sr_order=popularity&sr_pri_blocks=294174404_335403170_2_0_0__19900&srepoch=1634545487&srpvid=d2d33b2715aa009a&ucfs=1&sig=v1_J4hMQDY&from=searchresults
;highlight_room=#hotelTmpl","Entire apartment­ •­ 1 bedroom •­ 1 bathroom •­ 20m² 1 extra-large double bed"
